severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,17,SENATOR JIM JUSTICE,2025,BANNER ORGANIZATION TOTALS,204348.74,status=warn; banner=204348.74; parsed_body=83765.14. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|17|SENATOR JIM JUSTICE|2025|BANNER ORGANIZATION TOTALS|204348.74
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,21,SENATOR JIM JUSTICE,2026,BANNER ORGANIZATION TOTALS,1425655.72,status=warn; banner=1425655.72; parsed_body=1409805.34. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|21|SENATOR JIM JUSTICE|2026|BANNER ORGANIZATION TOTALS|1425655.72
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,27,MEMBER PROTECTION - JUSTICE,2026,BANNER ORGANIZATION TOTALS,29415.0,status=fail; banner=29415.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|27|MEMBER PROTECTION - JUSTICE|2026|BANNER ORGANIZATION TOTALS|29415.0
warning,banner_check_missing,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,28,SENATOR TIM KAINE,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_missing|28|SENATOR TIM KAINE|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,29,INTERN COMPENSATION - KAINE,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_missing|29|INTERN COMPENSATION - KAINE|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,30,SENATOR TIM KAINE,2025,BANNER NET PAYROLL,51.65,status=banner_missing; banner=51.65; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_missing|30|SENATOR TIM KAINE|2025|BANNER NET PAYROLL|51.65
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,30,SENATOR TIM KAINE,2025,BANNER ORGANIZATION TOTALS,96419.34,status=warn; banner=96419.34; parsed_body=57489.66. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|30|SENATOR TIM KAINE|2025|BANNER ORGANIZATION TOTALS|96419.34
warning,banner_check_missing,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,35,INTERN COMPENSATION - KAINE,2025,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_missing|35|INTERN COMPENSATION - KAINE|2025|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,36,SENATOR TIM KAINE,2026,BANNER ORGANIZATION TOTALS,2165135.67,status=warn; banner=2165135.67; parsed_body=2144751.61. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|36|SENATOR TIM KAINE|2026|BANNER ORGANIZATION TOTALS|2165135.67
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,44,INTERN COMPENSATION - KAINE,2026,BANNER NET PAYROLL,22531.35,status=fail; banner=22531.35; parsed_body=22583.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|44|INTERN COMPENSATION - KAINE|2026|BANNER NET PAYROLL|22531.35
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,44,INTERN COMPENSATION - KAINE,2026,BANNER ORGANIZATION TOTALS,22531.35,status=warn; banner=22531.35; parsed_body=22583.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|44|INTERN COMPENSATION - KAINE|2026|BANNER ORGANIZATION TOTALS|22531.35
warning,banner_check_missing,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,46,SENATOR MARK KELLY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_missing|46|SENATOR MARK KELLY|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,47,INTERN COMPENSATION - KELLY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_missing|47|INTERN COMPENSATION - KELLY|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,48,SENATOR MARK KELLY,2025,BANNER NET PAYROLL,4974.73,status=fail; banner=4974.73; parsed_body=2155.48. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|48|SENATOR MARK KELLY|2025|BANNER NET PAYROLL|4974.73
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6-2.pdf,48,SENATOR MARK KELLY,2025,BANNER ORGANIZATION TOTALS,44220.44,status=warn; banner=44220.44; parsed_body=33516.84. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|48|SENATOR MARK KELLY|2025|BANNER ORGANIZATION TOTALS|44220.44
