severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1494,SENATOR JIM JUSTICE,2025,BANNER NET PAYROLL,1400945.4,status=fail; banner=1400945.4; parsed_body=1370945.42. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1494|SENATOR JIM JUSTICE|2025|BANNER NET PAYROLL|1400945.4
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1494,SENATOR JIM JUSTICE,2025,BANNER ORGANIZATION TOTALS,1493495.6,status=fail; banner=1493495.6; parsed_body=1431426.21. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1494|SENATOR JIM JUSTICE|2025|BANNER ORGANIZATION TOTALS|1493495.6
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1502,SENATOR TIM KAINE,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1502|SENATOR TIM KAINE|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1502,SENATOR TIM KAINE,2023,BANNER ORGANIZATION TOTALS,50.28,status=warn; banner=50.28; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1502|SENATOR TIM KAINE|2023|BANNER ORGANIZATION TOTALS|50.28
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1503,INTERN COMPENSATION - KAINE,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1503|INTERN COMPENSATION - KAINE|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1504,SENATOR TIM KAINE,2024,BANNER ORGANIZATION TOTALS,51732.66,status=warn; banner=51732.66; parsed_body=1575.61. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1504|SENATOR TIM KAINE|2024|BANNER ORGANIZATION TOTALS|51732.66
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1505,INTERN COMPENSATION - KAINE,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1505|INTERN COMPENSATION - KAINE|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1506,SENATOR TIM KAINE,2025,BANNER NET PAYROLL,2239842.4,status=fail; banner=2239842.4; parsed_body=2227687.07. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1506|SENATOR TIM KAINE|2025|BANNER NET PAYROLL|2239842.4
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1506,SENATOR TIM KAINE,2025,BANNER ORGANIZATION TOTALS,2332792.08,status=fail; banner=2332792.08; parsed_body=2279877.43. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1506|SENATOR TIM KAINE|2025|BANNER ORGANIZATION TOTALS|2332792.08
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1522,INTERN COMPENSATION - KAINE,2025,BANNER NET PAYROLL,46437.92,status=fail; banner=46437.92; parsed_body=58593.25. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1522|INTERN COMPENSATION - KAINE|2025|BANNER NET PAYROLL|46437.92
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1522,INTERN COMPENSATION - KAINE,2025,BANNER ORGANIZATION TOTALS,46437.92,status=fail; banner=46437.92; parsed_body=58593.25. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1522|INTERN COMPENSATION - KAINE|2025|BANNER ORGANIZATION TOTALS|46437.92
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1524,SENATOR MARK KELLY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1524|SENATOR MARK KELLY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1525,INTERN COMPENSATION - KELLY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1525|INTERN COMPENSATION - KELLY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1526,SENATOR MARK KELLY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1526|SENATOR MARK KELLY|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1526,SENATOR MARK KELLY,2024,BANNER ORGANIZATION TOTALS,73.14,status=warn; banner=73.14; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1526|SENATOR MARK KELLY|2024|BANNER ORGANIZATION TOTALS|73.14
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1527,INTERN COMPENSATION - KELLY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1527|INTERN COMPENSATION - KELLY|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1528,SENATOR MARK KELLY,2025,BANNER ORGANIZATION TOTALS,2488630.0,status=warn; banner=2488630.0; parsed_body=2433493.25. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1528|SENATOR MARK KELLY|2025|BANNER ORGANIZATION TOTALS|2488630.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1545,SENATOR JOHN N. KENNEDY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1545|SENATOR JOHN N. KENNEDY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1546,INTERN COMPENSATION - KENNEDY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1546|INTERN COMPENSATION - KENNEDY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1547,SENATOR JOHN N. KENNEDY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1547|SENATOR JOHN N. KENNEDY|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1548,INTERN COMPENSATION - KENNEDY,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1548|INTERN COMPENSATION - KENNEDY|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1549,SENATOR JOHN N. KENNEDY,2025,BANNER ORGANIZATION TOTALS,2235052.46,status=warn; banner=2235052.46; parsed_body=2164483.66. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1549|SENATOR JOHN N. KENNEDY|2025|BANNER ORGANIZATION TOTALS|2235052.46
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1579,INTERN COMPENSATION - KENNEDY,2025,BANNER ORGANIZATION TOTALS,23983.23,status=fail; banner=23983.23; parsed_body=24916.56. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1579|INTERN COMPENSATION - KENNEDY|2025|BANNER ORGANIZATION TOTALS|23983.23
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1580,SENATOR ANDY KIM,2025,BANNER NET PAYROLL,2495585.33,status=fail; banner=2495585.33; parsed_body=2476700.43. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1580|SENATOR ANDY KIM|2025|BANNER NET PAYROLL|2495585.33
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1580,SENATOR ANDY KIM,2025,BANNER ORGANIZATION TOTALS,2675607.02,status=fail; banner=2675607.02; parsed_body=2555489.43. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1580|SENATOR ANDY KIM|2025|BANNER ORGANIZATION TOTALS|2675607.02
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1594,SENATOR ANGUS KING,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1594|SENATOR ANGUS KING|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1595,INTERN COMPENSATION - KING,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1595|INTERN COMPENSATION - KING|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1596,SENATOR ANGUS KING,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1596|SENATOR ANGUS KING|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1597,INTERN COMPENSATION - KING,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1597|INTERN COMPENSATION - KING|2024|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1598,SENATOR ANGUS KING,2025,BANNER ORGANIZATION TOTALS,2117301.56,status=warn; banner=2117301.56; parsed_body=2081608.51. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|1598|SENATOR ANGUS KING|2025|BANNER ORGANIZATION TOTALS|2117301.56
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1609,SENATOR AMY KLOBUCHAR,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1609|SENATOR AMY KLOBUCHAR|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1610,INTERN COMPENSATION - KLOBUCHAR,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1610|INTERN COMPENSATION - KLOBUCHAR|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-2.pdf,1611,SENATOR AMY KLOBUCHAR,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|1611|SENATOR AMY KLOBUCHAR|2024|BANNER NET PAYROLL|0.0
