severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,22,PRES PRO TEM EMERITUS (D),2026,BANNER ORGANIZATION TOTALS,9877.27,status=fail; banner=9877.27; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|22|PRES PRO TEM EMERITUS (D)|2026|BANNER ORGANIZATION TOTALS|9877.27
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,24,MINORITY LEADER (D),2025,BANNER ORGANIZATION TOTALS,2878.45,status=fail; banner=2878.45; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|24|MINORITY LEADER (D)|2025|BANNER ORGANIZATION TOTALS|2878.45
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,25,MINORITY LEADER (D),2026,BANNER ORGANIZATION TOTALS,7349.26,status=fail; banner=7349.26; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|25|MINORITY LEADER (D)|2026|BANNER ORGANIZATION TOTALS|7349.26
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,27,MINORITY WHIP (D),2025,BANNER ORGANIZATION TOTALS,4755.7,status=fail; banner=4755.7; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|27|MINORITY WHIP (D)|2025|BANNER ORGANIZATION TOTALS|4755.7
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,28,MINORITY WHIP (D),2026,BANNER ORGANIZATION TOTALS,3546.32,status=fail; banner=3546.32; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|28|MINORITY WHIP (D)|2026|BANNER ORGANIZATION TOTALS|3546.32
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,34,CHAIRMAN MINORITY POLICY COMMITTEE (D),2026,BANNER ORGANIZATION TOTALS,2975.5,status=fail; banner=2975.5; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|34|CHAIRMAN MINORITY POLICY COMMITTEE (D)|2026|BANNER ORGANIZATION TOTALS|2975.5
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,35,OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,BANNER ORGANIZATION TOTALS,8600.0,status=fail; banner=8600.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|35|OFFICE OF THE VICE PRESIDENT (R) - VANCE|2025|BANNER ORGANIZATION TOTALS|8600.0
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,36,OFFICE OF THE VICE PRESIDENT (R) - VANCE,2026,BANNER ORGANIZATION TOTALS,3184.0,status=fail; banner=3184.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|36|OFFICE OF THE VICE PRESIDENT (R) - VANCE|2026|BANNER ORGANIZATION TOTALS|3184.0
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,42,MAJORITY LEADER (R),2025,BANNER ORGANIZATION TOTALS,15000.0,status=fail; banner=15000.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|42|MAJORITY LEADER (R)|2025|BANNER ORGANIZATION TOTALS|15000.0
warning,banner_check_discrepancy,119sdoc6,GPO-CDOC-119sdoc6.pdf,43,MAJORITY LEADER (R),2026,BANNER ORGANIZATION TOTALS,8886.71,status=fail; banner=8886.71; parsed_body=15.07. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc6|banner_check_discrepancy|43|MAJORITY LEADER (R)|2026|BANNER ORGANIZATION TOTALS|8886.71
