severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_missing,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1514,SENATOR MARK KELLY,2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_missing|1514|SENATOR MARK KELLY|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1515,INTERN COMPENSATION - KELLY,2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_missing|1515|INTERN COMPENSATION - KELLY|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1516,SENATOR MARK KELLY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_missing|1516|SENATOR MARK KELLY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1517,INTERN COMPENSATION - KELLY,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_missing|1517|INTERN COMPENSATION - KELLY|2023|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1518,SENATOR MARK KELLY,2024,BANNER NET PAYROLL,2223440.73,status=fail; banner=2223440.73; parsed_body=2223232.1. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_discrepancy|1518|SENATOR MARK KELLY|2024|BANNER NET PAYROLL|2223440.73
warning,banner_check_discrepancy,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1518,SENATOR MARK KELLY,2024,BANNER ORGANIZATION TOTALS,2415614.07,status=fail; banner=2415614.07; parsed_body=2347763.18. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_discrepancy|1518|SENATOR MARK KELLY|2024|BANNER ORGANIZATION TOTALS|2415614.07
warning,banner_check_discrepancy,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1534,INTERN COMPENSATION - KELLY,2024,BANNER NET PAYROLL,20564.32,status=fail; banner=20564.32; parsed_body=20772.95. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_discrepancy|1534|INTERN COMPENSATION - KELLY|2024|BANNER NET PAYROLL|20564.32
warning,banner_check_discrepancy,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1534,INTERN COMPENSATION - KELLY,2024,BANNER ORGANIZATION TOTALS,20564.32,status=fail; banner=20564.32; parsed_body=20772.95. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_discrepancy|1534|INTERN COMPENSATION - KELLY|2024|BANNER ORGANIZATION TOTALS|20564.32
warning,banner_check_missing,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1535,SENATOR JOHN N. KENNEDY,2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_missing|1535|SENATOR JOHN N. KENNEDY|2022|BANNER NET PAYROLL|0.0
warning,banner_check_missing,118sdoc13,GPO-CDOC-118sdoc13-2.pdf,1536,INTERN COMPENSATION - KENNEDY,2022,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,118sdoc13|banner_check_missing|1536|INTERN COMPENSATION - KENNEDY|2022|BANNER NET PAYROLL|0.0
