severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,17,SENATOR MARTIN HEINRICH,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|17|SENATOR MARTIN HEINRICH|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,18,INTERN COMPENSATION - HEINRICH,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|18|INTERN COMPENSATION - HEINRICH|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,19,SENATOR MARTIN HEINRICH,2020,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|19|SENATOR MARTIN HEINRICH|2020|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,19,SENATOR MARTIN HEINRICH,2020,BANNER ORGANIZATION TOTALS,4284.35,status=warn; banner=4284.35; parsed_body=2386.96. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_discrepancy|19|SENATOR MARTIN HEINRICH|2020|BANNER ORGANIZATION TOTALS|4284.35
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,20,INTERN COMPENSATION - HEINRICH,2020,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|20|INTERN COMPENSATION - HEINRICH|2020|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,21,SENATOR MARTIN HEINRICH,2021,BANNER ORGANIZATION TOTALS,1784852.45,status=warn; banner=1784852.45; parsed_body=1749106.63. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_discrepancy|21|SENATOR MARTIN HEINRICH|2021|BANNER ORGANIZATION TOTALS|1784852.45
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,32,SENATOR HEIDI HEITKAMP,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|32|SENATOR HEIDI HEITKAMP|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,33,INTERN COMPENSATION - HEITKAMP,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|33|INTERN COMPENSATION - HEITKAMP|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,34,SENATOR DEAN HELLER,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|34|SENATOR DEAN HELLER|2019|BANNER NET PAYROLL|0.0
warning,banner_check_discrepancy,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,36,SENATOR JOHN HICKENLOOPER,2021,BANNER NET PAYROLL,1495471.78,status=fail; banner=1495471.78; parsed_body=1462899.16. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_discrepancy|36|SENATOR JOHN HICKENLOOPER|2021|BANNER NET PAYROLL|1495471.78
warning,banner_check_discrepancy,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,36,SENATOR JOHN HICKENLOOPER,2021,BANNER ORGANIZATION TOTALS,1632632.54,status=warn; banner=1632632.54; parsed_body=1509365.21. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_discrepancy|36|SENATOR JOHN HICKENLOOPER|2021|BANNER ORGANIZATION TOTALS|1632632.54
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,44,SENATOR MAZIE HIRONO,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|44|SENATOR MAZIE HIRONO|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,45,INTERN COMPENSATION - HIRONO,2019,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|45|INTERN COMPENSATION - HIRONO|2019|BANNER NET PAYROLL|0.0
warning,banner_check_missing,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,46,SENATOR MAZIE HIRONO,2020,BANNER NET PAYROLL,171.71,status=banner_missing; banner=171.71; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_missing|46|SENATOR MAZIE HIRONO|2020|BANNER NET PAYROLL|171.71
warning,banner_check_discrepancy,117sdoc8,GPO-CDOC-117sdoc8-2.pdf,46,SENATOR MAZIE HIRONO,2020,BANNER ORGANIZATION TOTALS,15070.84,status=warn; banner=15070.84; parsed_body=11759.79. Banner checks are advisory; review against the source before treating this as a parser defect.,117sdoc8|banner_check_discrepancy|46|SENATOR MAZIE HIRONO|2020|BANNER ORGANIZATION TOTALS|15070.84
