severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,20,OFFICE OF THE VICE PRESIDENT (D) - HARRIS,2024,BANNER ORGANIZATION TOTALS,5704.52,status=warn; banner=5704.52; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|20|OFFICE OF THE VICE PRESIDENT (D) - HARRIS|2024|BANNER ORGANIZATION TOTALS|5704.52
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,25,PRES PRO TEM EMERITUS (D),2025,BANNER ORGANIZATION TOTALS,4773.9,status=warn; banner=4773.9; parsed_body=36.91. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|25|PRES PRO TEM EMERITUS (D)|2025|BANNER ORGANIZATION TOTALS|4773.9
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,28,MINORITY LEADER (D),2025,BANNER ORGANIZATION TOTALS,4796.85,status=warn; banner=4796.85; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|28|MINORITY LEADER (D)|2025|BANNER ORGANIZATION TOTALS|4796.85
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,31,MINORITY WHIP (D),2025,BANNER ORGANIZATION TOTALS,1639.68,status=warn; banner=1639.68; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|31|MINORITY WHIP (D)|2025|BANNER ORGANIZATION TOTALS|1639.68
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,38,OFFICE OF THE VICE PRESIDENT (R) - VANCE,2025,BANNER ORGANIZATION TOTALS,8771.57,status=warn; banner=8771.57; parsed_body=1756.89. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|38|OFFICE OF THE VICE PRESIDENT (R) - VANCE|2025|BANNER ORGANIZATION TOTALS|8771.57
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,45,MAJORITY LEADER (R),2025,BANNER ORGANIZATION TOTALS,12356.35,status=warn; banner=12356.35; parsed_body=1212.3. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|45|MAJORITY LEADER (R)|2025|BANNER ORGANIZATION TOTALS|12356.35
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,48,MAJORITY WHIP (R),2025,BANNER ORGANIZATION TOTALS,6123.23,status=warn; banner=6123.23; parsed_body=400.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|48|MAJORITY WHIP (R)|2025|BANNER ORGANIZATION TOTALS|6123.23
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,51,CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R),2025,BANNER ORGANIZATION TOTALS,3437.23,status=warn; banner=3437.23; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|51|CHAIRMAN MAJORITY CONFERENCE COMMITTEE (R)|2025|BANNER ORGANIZATION TOTALS|3437.23
warning,banner_check_discrepancy,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,54,CHAIRMAN MAJORITY POLICY COMMITTEE (R),2025,BANNER ORGANIZATION TOTALS,1802.63,status=warn; banner=1802.63; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_discrepancy|54|CHAIRMAN MAJORITY POLICY COMMITTEE (R)|2025|BANNER ORGANIZATION TOTALS|1802.63
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,61,APPROPRIATIONS,2023,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|61|APPROPRIATIONS|2023|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,62,APPROPRIATIONS,2024,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|62|APPROPRIATIONS|2024|BANNER NET PAYROLL|0.0
warning,banner_check_missing,119sdoc5,GPO-CDOC-119sdoc5-1.pdf,66,CHAPLAIN,2021,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,119sdoc5|banner_check_missing|66|CHAPLAIN|2021|BANNER NET PAYROLL|0.0
